title,purpose,category,officer_role,officer_name,officer_party
British-Canada All-Party Parliamentary Group,To encourage political interest in Canada; to meet with politicians from Canada who are visiting the UK; to meet with the Canadian High Commissioner; and to discuss Canadian and UK politics.,Country,Treasurer,Lord Faulkner of Worcester,Labour
British-Canada All-Party Parliamentary Group,To encourage political interest in Canada; to meet with politicians from Canada who are visiting the UK; to meet with the Canadian High Commissioner; and to discuss Canadian and UK politics.,Country,Secretary,Helen Jones,Labour
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Chair & Registered Contact,Andrew Rosindell,Conservative
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Co-Chair,Diana Johnson,Labour
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,President,Lord Foulkes of Cumnock,Labour
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Deputy Chairman,Sir Henry Bellingham,Conservative
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Deputy Chairman,Mr David Lammy,Labour
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Vice Chair,David Morris,Conservative
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Vice Chair,Baroness Benjamin,Liberal Democrat
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Vice Chair,Sir David Amess,Conservative
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Vice Chair,Kate Hoey,Labour
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Vice Chair,Ian Paisley,Democratic Unionist Party
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Vice Chair,Angus Brendan MacNeil,Scottish National Party
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Vice Chair,Dawn Butler,Labour
Caribbean All-Party Parliamentary Group,To encourage political interest in the Caribbean; to meet Caribbean politicians visiting the UK; and to discuss British-Caribbean politics.,Country,Treasurer,Mark Menzies,Conservative
All-Party Parliamentary Group on Catalonia,To develop links between parliamentarians in this country and in Catalonia. To keep members of parliament abreast of the on-going debate and events about Catalan self-determination and to help ensure that debate is carried out in the most democratic way.,Country,Chair & Registered Contact,Hywel Williams,Plaid Cymru
All-Party Parliamentary Group on Catalonia,To develop links between parliamentarians in this country and in Catalonia. To keep members of parliament abreast of the on-going debate and events about Catalan self-determination and to help ensure that debate is carried out in the most democratic way.,Country,Vice Chair,Douglas Chapman,Scottish National Party
All-Party Parliamentary Group on Catalonia,To develop links between parliamentarians in this country and in Catalonia. To keep members of parliament abreast of the on-going debate and events about Catalan self-determination and to help ensure that debate is carried out in the most democratic way.,Country,Vice Chair,Mr Roger Godsiff,Labour
All-Party Parliamentary Group on Catalonia,To develop links between parliamentarians in this country and in Catalonia. To keep members of parliament abreast of the on-going debate and events about Catalan self-determination and to help ensure that debate is carried out in the most democratic way.,Country,Vice Chair,Baroness Garden of Frognal,Liberal Democrat
All-Party Parliamentary Group on Catalonia,To develop links between parliamentarians in this country and in Catalonia. To keep members of parliament abreast of the on-going debate and events about Catalan self-determination and to help ensure that debate is carried out in the most democratic way.,Country,Vice Chair,Baroness Hooper,Conservative
All-Party Parliamentary Group on Catalonia,To develop links between parliamentarians in this country and in Catalonia. To keep members of parliament abreast of the on-going debate and events about Catalan self-determination and to help ensure that debate is carried out in the most democratic way.,Country,Vice Chair,Lord Rennard,Liberal Democrat
All-Party Parliamentary Group on Catalonia,To develop links between parliamentarians in this country and in Catalonia. To keep members of parliament abreast of the on-going debate and events about Catalan self-determination and to help ensure that debate is carried out in the most democratic way.,Country,Vice Chair,Andrew Rosindell,Conservative
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Chair & Registered Contact,Sir Graham Brady,Conservative
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Lord Naseby,Conservative
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Henry Smith,Conservative
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Bill Wiggin,Conservative
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Andrew Rosindell,Conservative
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Dr Matthew Offord,Conservative
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Angus Brendan MacNeil,Scottish National Party
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Chris Evans,Labour (Co-op)
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Mrs Pauline Latham,Conservative
All-Party Parliamentary Group for the Cayman Islands,"To maintain links with, and develop an understanding of, the Cayman Islands.",Country,Vice Chairman,Mr Virendra Sharma,Labour
British-Central America All-Party Parliamentary Group,To encourage political interest in Central America and to meet with politicians from that area who are visiting the UK.,Country,Chair & Registered Contact,Andrew Rosindell,Conservative
British-Central America All-Party Parliamentary Group,To encourage political interest in Central America and to meet with politicians from that area who are visiting the UK.,Country,Vice Chair,Baroness Hooper,Conservative
British-Central America All-Party Parliamentary Group,To encourage political interest in Central America and to meet with politicians from that area who are visiting the UK.,Country,Vice Chair,Lord Kilclooney,Crossbench
